new,host,soa,txt,status_code,a,cname,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,ns,mx,caa
[x],mzopsaccpt07-pre-production-yemyhe.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.83.14.118,mzopsaccpt07-preprod-yemyhe-1780702499.us-west-2.elb.amazonaws.com,,,,,,,,
[x],n.quickbooks.intuit.com,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,u9333340.wl091.sendgrid.net,,,,,,,,
[x],nabox.sfsdev.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,,,,,,,,,,
[x],nabox.sfsprod.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,,,,,,,,,,
[x],naboxuswest2.sfsdev.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com",,NOERROR,,,,,,,,,,
[x],ncp.accounting.quickbooks.com,"ns-897.awsdns-48.net, awsdns-hostmaster.amazon.com, ns-1611.awsdns-09.co.uk, ns-840.awsdns-41.net","heritage=external-dns,external-dns/owner=qbo-mono2-prd-usw2-k8s,external-dns/resource=ingress/accounting-c20-usw2-prod/prod-c20-qbo-ingress",NOERROR,"35.80.99.176, 44.237.151.98, 52.10.163.215","accounting.quickbooks.com, qbo.intuit.com, qbo-prd.sbg-qbo-prod.a.intuit.com, qbo-us-prd.sbg-qbo-prod.a.intuit.com, c25-prd.sbg-qbo-prod.a.intuit.com, c25-prod.qbomono2prdusw2.iks2.a.intuit.com, c19-prd.sbg-qbo-prod.a.intuit.com, c19-prod.qbomono2prdusw2.iks2.a.intuit.com, c41-prd.sbg-qbo-prod.a.intuit.com, c41-prod.qbomono3prdusw2.iks2.a.intuit.com, c20-prd.sbg-qbo-prod.a.intuit.com, c20-prod.qbomono2prdusw2.iks2.a.intuit.com, c13-prd.sbg-qbo-prod.a.intuit.com, c13-prod.qbomonoprdusw2.iks2.a.intuit.com",,,,,,,,
[x],neo.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"172.25.60.161, 172.25.61.157, 172.25.62.238","prd.neo.a.intuit.com, internal-neo-alb-750666284.us-west-2.elb.amazonaws.com",True,"172.25.60.161, 172.25.61.157, 172.25.62.238",,,,,,
[x],net-automation-dev.a.intuit.com,"ns-1903.awsdns-45.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"108.156.60.115, 108.156.60.91, 108.156.60.43, 108.156.60.29",,,,True,cloudfront,,"ns-1197.awsdns-21.org, ns-1903.awsdns-45.co.uk, ns-416.awsdns-52.com, ns-843.awsdns-41.net",,
[x],netgenie-dev.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"34.215.155.103, 44.237.124.146, 52.33.84.162, 35.162.118.125, 35.162.210.148, 34.211.162.37, 54.148.37.114, 34.216.243.133","netgenie-dev.prd.api.a.intuit.com, netgenie-dev-us-west-2.prd.api.a.intuit.com, sw1_us-west-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-144153673.us-west-2.elb.amazonaws.com",,,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,
[x],netgenie-dev.intuit.com,"ns-1471.awsdns-55.org, awsdns-hostmaster.amazon.com",,NOERROR,"52.35.8.59, 52.38.181.41, 54.201.149.156",pprd.netgenie-dev.a.intuit.com,,,,,,,,
[x],netgenie-iks.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.24.77.207, 35.82.140.22, 54.148.37.114, 35.165.32.209, 52.33.84.162, 35.162.210.148, 52.42.153.201, 34.216.243.133","netgenie-iks.prd.api.a.intuit.com, netgenie-iks-us-west-2.prd.api.a.intuit.com, sw1_us-west-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-144153673.us-west-2.elb.amazonaws.com",,,,,,,,
[x],netgenie.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,34.217.189.255,"netgenie-com.prd.api.a.intuit.com, netgenie-com-us-west-2.prd.api.a.intuit.com, sw17_us-west-2_web.prd.api.a.intuit.com, sw17prdwebbluealb-458113956.us-west-2.elb.amazonaws.com",,,,,,,,
[x],netgenie.intuit.com,"ns-1971.awsdns-54.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"44.241.181.6, 54.212.88.50, 34.210.116.98",prd.netgenie.a.intuit.com,,,,,,,,
[x],network.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com",,NOERROR,50.56.67.70,,,,,,,,,
[x],new3701opsprj-pre-production-n515sf.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.188.29.23,new3701opsprj-preprod-n515sf-256159850.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest11-pre-production-laipxa.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.43.149.94,newamitest11-preprod-laipxa-648452475.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest12-pre-production-iz2isa.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.89.175.69,newamitest12-preprod-iz2isa-1284527094.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest13-pre-production-1plcy1.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.148.73.62,newamitest13-preprod-1plcy1-1415711910.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest14-pre-production-4zbmh2.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.200.121.76,newamitest14-preprod-4zbmh2-1207224291.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest16-pre-production-moqnh7.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,44.224.219.229,newamitest16-preprod-moqnh7-1958044723.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest17-pre-production-i0mh4j.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.40.235.221,newamitest17-preprod-i0mh4j-1633891286.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest18-pre-production-k8e8eq.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.83.127.75,newamitest18-preprod-k8e8eq-1715633242.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest19-pre-production-8hcx8u.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.155.66.35,newamitest19-preprod-8hcx8u-323610942.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest20-pre-production-7druma.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.190.133.63,newamitest20-preprod-7druma-729606857.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest22-pre-production-ora9u9.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.69.103.48,newamitest22-preprod-ora9u9-424899280.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest23-pre-production-8fb8xz.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.191.157.217,newamitest23-preprod-8fb8xz-435402072.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest24-pre-production-bxno6p.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.89.235.83,newamitest24-preprod-bxno6p-1713324378.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest27-pre-production-omayqy.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,34.214.91.140,newamitest27-preprod-omayqy-625816880.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest29-pre-production-1xt5ai.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.166.59.3,newamitest29-preprod-1xt5ai-1109250499.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest32-pre-production-3w8dfk.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,54.148.108.206,newamitest32-preprod-3w8dfk-1944580712.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest33-pre-production-zkv7bo.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.41.192.77,newamitest33-preprod-zkv7bo-1999884295.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest34-pre-production-tosk0t.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.41.51.81,newamitest34-preprod-tosk0t-219953657.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest35-pre-production-nunstj.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.162.232.7,newamitest35-preprod-nunstj-1194422238.us-west-2.elb.amazonaws.com,,,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,
[x],newamitest36-pre-production-qbzwpx.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,44.232.231.206,newamitest36-preprod-qbzwpx-1302783552.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest37-pre-production-02309m.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,44.241.85.251,newamitest37-preprod-02309m-329293865.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest38-pre-production-pi3ycp.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,35.162.77.191,newamitest38-preprod-pi3ycp-756043081.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest39-pre-production-is3hwr.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,34.208.124.135,newamitest39-preprod-is3hwr-800424624.us-west-2.elb.amazonaws.com,,,,,,,,
[x],newamitest40-pre-production-qn8vr5.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,44.239.211.126,newamitest40-preprod-qn8vr5-1995470160.us-west-2.elb.amazonaws.com,,,,,,,,
[x],news.quickbooks.com,"dns1.p04.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,207.211.106.100,,,,,,,,"mg2in1.messagemedia.com, mg5in1.messagemedia.com, mg4in1.messagemedia.com, mg3in1.messagemedia.com, mg6in1.messagemedia.com, mg1in1.messagemedia.com",
[x],newsletter.turbotax.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",v=spf1 include:delivery.net,NOERROR,209.11.136.183,,,,,,,,imh.delivery.net,
[x],newsletter1.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",v=spf1 include:delivery.net,NOERROR,209.11.136.183,,,,,,,,imh.delivery.net,
[x],nfp.intuit.com,"pdns249.ultradns.com, dns.jomax.net",,NOERROR,91.235.133.106,h-v60nf4oj-2.online-metrix.net,,,,,,"pdns249.ultradns.biz, pdns249.ultradns.net, pdns249.ultradns.com, pdns249.ultradns.org",,
[x],ng-test-3.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,,,,,,,,,,
[x],ng-test-4.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",,NOERROR,,,,,,,,,,
[x],ng-test-44.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",,NOERROR,,,,,,,,,,
[x],ngae2e-qdc.intuit.com,"ns-1605.awsdns-08.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=devp-apigwint-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwint-usw2-e2e-dx01/usw2-e2e-dx01-intuit-gateway-ingress",NOERROR,"44.239.249.117, 52.11.193.208, 44.233.201.45","nga.e2e.api.a.intuit.com, nga-us-west-2.e2e.api.a.intuit.com, sw1_us-west-2_web.e2e.api.a.intuit.com, dial_sw1_us-west-2_web.e2e.api.a.intuit.com, e2e-dx01.devpapigwintppdusw2.iks2.a.intuit.com",,,,,,,,
[x],nginx-test.fpsdev.a.intuit.com,"ns-1143.awsdns-14.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,,
[x],nlp-stg-nlp-analytics-app.techaiprdusw2.iks2.a.intuit.com,"ns-1523.awsdns-62.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=tech-ai-prd-usw2-k8s,external-dns/resource=ingress/intlgntsys-mlservices-nlpanalyticsapp-usw2-stg/nlp-analytics-app-rollout-ingress",NOERROR,"35.82.68.212, 54.70.145.203, 35.83.209.170",,,,,,,,,
[x],nnc.uclab.a.intuit.com,"ns-1470.awsdns-55.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,,
[x],nonprofits.mailchimp.com,"a1-205.akam.net, domains.mailchimp.com","google-site-verification=kjsRysndjNMMbqiWeLDEWuFKQifOKoBTpHJWZhFwr6E, google-site-verification=gYGKtLPycLOsWo5xUlOOGWsvENDmTYIt1X9iE1PZEP8, smartsheet-site-validation=iJlsJdcpCMM9BUovg1yWWyqVYfZZWDdx, MS=5D41393E1B1E2A326C6154F96B8D4EEBDC58A667, google-site-verification=WW0kxheERt2YHAEclRL_5DCFawde0CCdmJtXyNXS_7I, adobe-idp-site-verification=b462bb17fbdf88e847859454079da73265c27a30a38d2c83f4a6e21a085a6d72, facebook-domain-verification=hmwpoaxoffl9lyv7a1jag656uo66wb, docusign=a0dc4d7a-5002-4653-bb4f-959c68aa9074, atlassian-domain-verification=rOuxrbpoM8X0dyjve2lLYnnHEXBtmxbGzk17YgboFB62K3dXo2gnekijahD5DdOg, zapier-domain-verification-challenge=7f0c4720-f8f2-4f40-b264-cb21fe731403, apple-domain-verification=VyVmVW02Ds1n6FQa, digicert-verification=zp2grw3qhjdfrzqpyybxtfbpzrk266g7, v=spf1 include:servers.mcsv.net include:mail.zendesk.com include:_spf.google.com include:mailsenders.netsuite.com include:_spf.qualtrics.com ip4:199.33.145.1 ip4:199.33.145.32 ip4:35.176.132.251 ip4:52.60.115.116 ~all, google-site-verification=qSv3r3tfEN8dtGaL1jVStrokm_jKImsl4cvgUG_6q5g, MS=ms64719398",NOERROR,23.208.149.96,mailchimp.com,,,,,,"a6-66.akam.net, a1-205.akam.net, a14-66.akam.net, a7-66.akam.net, a4-65.akam.net, a5-65.akam.net","aspmx3.googlemail.com, aspmx2.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx.l.google.com","amazonaws.com, digicert.com, letsencrypt.org, pki.goog"
[x],nor-bl-vpn01.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com",,NOERROR,67.135.240.26,,,,,,,,,
[x],notebook.052517444781.sbgemr.a.intuit.com,"ns-357.awsdns-44.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.26.104.206, 52.27.193.108, 35.81.190.151",,,,,,,,,
[x],notes.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.34.161.7, 35.84.106.241, 52.12.243.155, 44.239.243.167, 35.165.44.131, 52.33.159.45, 54.71.14.159, 52.39.230.167","notes.prd.api.a.intuit.com, notes-us-west-2.prd.api.a.intuit.com, sw3_us-west-2_web.prd.api.a.intuit.com, sw3prdwebbluealb-230791229.us-west-2.elb.amazonaws.com",,,,,,,,
[x],notification.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"34.216.169.11, 34.211.91.41, 54.70.49.234, 35.80.153.222, 52.32.84.93, 35.165.162.104, 52.24.81.112, 52.37.238.171","qbov3webhooks.prd.api.a.intuit.com, qbov3webhooks-us-west-2.prd.api.a.intuit.com, sw4_us-west-2_web.prd.api.a.intuit.com, sw4prdwebbluealb-1913782926.us-west-2.elb.amazonaws.com",,,,,,,,
[x],notify.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com, ns-1076.awsdns-06.org",,NOERROR,"52.14.89.1, 18.190.87.138, 18.117.18.69, 3.131.161.205, 3.23.33.60, 3.17.3.179, 3.136.72.192, 52.14.204.175","notify.prd.api.a.intuit.com, notify-us-east-2.prd.api.a.intuit.com, sw1_us-east-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-1986858733.us-east-2.elb.amazonaws.com, notify-us-west-2.prd.api.a.intuit.com, sw1_us-west-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-144153673.us-west-2.elb.amazonaws.com",,,,,,,,
[x],npm-intuit.artifactory-preprod.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"54.218.204.14, 44.227.250.240",artifactoryappelb-1400889856.us-west-2.elb.amazonaws.com,,,,,,,,
[x],npmjs-preprod.intuit.com,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",,NOERROR,"44.227.250.240, 54.218.204.14",artifactory-preprod.a.intuit.com,,,,,,"ns-1517.awsdns-61.org, ns-1939.awsdns-50.co.uk, ns-460.awsdns-57.com, ns-547.awsdns-04.net",,
[x],ns.mint.com,"dns1.p02.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,54.82.70.121,,,,,,,,,
[x],ns1.mint.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p02.nsone.net",,NOERROR,54.189.86.250,,,,,,,,,
[x],nsprod-notification-rest.oinp.mint.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"54.70.54.1, 54.203.98.205, 52.26.89.240",nspro-loadb-go71lz54qbez-1092127575.us-west-2.elb.amazonaws.com,,,,,,,,
[x],numaflow.ipmsaasprodusw2.iks2.a.intuit.com,"ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=ip-msaas-prod-usw2-k8s,external-dns/resource=ingress/numaflow-system/nginx-alb-ingress",NOERROR,"34.213.206.117, 54.213.232.140, 44.231.239.11",,,,,,,,,
[x],o1.dev.mint.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p02.nsone.net",,NOERROR,167.89.38.65,,,,,,,,,
[x],o1.quickbooks.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,168.245.16.32,,,,,,,,,
[x],o2.mk.mint.com,"dns1.p02.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,167.89.46.233,,,,,,,,,
[x],o3.quickbooks.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",,NOERROR,168.245.8.211,,,,,,,,,
[x],o3.tx.mint.com,"dns1.p02.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,167.89.39.150,,,,,,,,,
[x],o4.tx.mint.com,"dns1.p02.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,167.89.39.170,,,,,,,,,
[x],o5.tx.mint.com,"dns1.p02.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,167.89.39.181,,,,,,,,,
[x],o6.tx.mint.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p02.nsone.net",,NOERROR,167.89.39.194,,,,,,,,,
[x],o7.mk.mint.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p02.nsone.net",,NOERROR,167.89.42.26,,,,,,,,,
[x],o9.mk.mint.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p02.nsone.net",,NOERROR,149.72.177.74,,,,,,,,,
[x],oam.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",,NOERROR,172.19.21.152,,True,172.19.21.152,,,,,,
[x],oauth.platform.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.88.104.70, 52.89.60.160, 34.209.123.192, 34.212.162.79, 35.160.127.73, 52.25.145.128, 52.27.45.182, 52.34.161.134","oauth2-aws-swb.prd.api.a.intuit.com, oauth2-aws-swb-us-west-2.prd.api.a.intuit.com, sw6_us-west-2_web.prd.api.a.intuit.com, sw6prdwebbluealb-1985872400.us-west-2.elb.amazonaws.com",,,,,,,,
[x],oauth2admintool.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.36.118.128, 35.160.127.73, 52.35.216.65, 54.69.220.219, 52.25.145.128, 34.212.162.79, 52.24.117.221, 35.82.143.112","oauth2admintool.prd.api.a.intuit.com, oauth2admintool-us-west-2.prd.api.a.intuit.com, sw6_us-west-2_web.prd.api.a.intuit.com, sw6prdwebbluealb-1985872400.us-west-2.elb.amazonaws.com",,,,,,,,
[x],oauthws.e2e.ep.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,52.12.168.54,"oauthws-com.e2e.api.a.intuit.com, oauthws-com-us-west-2.e2e.api.a.intuit.com, sw17_us-west-2_web.e2e.api.a.intuit.com, sw17e2ewebbluealb-1628650663.us-west-2.elb.amazonaws.com",,,,,,,,
[x],oauthws.prf.ep.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,44.242.121.70,"oauthws-com.prf.api.a.intuit.com, oauthws-com-us-west-2.prf.api.a.intuit.com, sw13_us-west-2_web.prf.api.a.intuit.com, sw13prfwebbluealb-164537610.us-west-2.elb.amazonaws.com",,,,,,,,
[x],obelix.odldruid-prd.a.intuit.com,"ns-761.awsdns-31.net, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=devp-msaas-prd-usw2-k8s,external-dns/resource=ingress/dev-druid-usw2-prda/druid-tiny-cluster-routers",NOERROR,"52.13.176.202, 44.238.97.99, 35.83.213.87",dev-devx-prda-druid.devpmsaasprdusw2.iks2.a.intuit.com,,,,,,,,
[x],obill-common-preprod.a.intuit.com,"ns-1463.awsdns-54.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,"ns-710.awsdns-24.net, ns-1463.awsdns-54.org, ns-1619.awsdns-10.co.uk, ns-33.awsdns-04.com",,
[x],obill01.t4i-api-perf.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"54.213.35.162, 34.223.175.78",obill01-1716148775.us-west-2.elb.amazonaws.com,,,,,,,,
[x],observability.intuit.com,"ns-872.awsdns-45.net, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.214.24, 52.222.214.31, 52.222.214.124, 52.222.214.64","status.cet.a.intuit.com, d2hzhmd4jsoj7q.cloudfront.net",,,True,cloudfront,,"ns-1061.awsdns-04.org, ns-1780.awsdns-30.co.uk, ns-434.awsdns-54.com, ns-872.awsdns-45.net",,
[x],ode-production-61fzzt.pd.idps.a.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,,ode-prod-61fzzt-2803664.us-west-2.elb.amazonaws.com,,,,,,,,
[x],oe.quickbooks.com,"n0b.akamai.net, hostmaster.akamai.com",,NOERROR,"23.216.77.50, 23.216.77.77","redirector.intuit.com, redirector.intuit.com.edgesuite.net, a1887.b.akamai.net",,,,,,,,
[x],oe1.quickbooks.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p04.nsone.net",v=spf1 include:delivery.net,NOERROR,209.11.136.183,,,,,,,,imh.delivery.net,
[x],offcnt.mint.com,"ns-2046.awsdns-63.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,"13.249.39.63, 13.249.39.65, 13.249.39.111, 13.249.39.58, 205.251.193.178, 205.251.195.25, 205.251.197.92, 205.251.199.254",dw4wsrufxsg04.cloudfront.net,,,True,cloudfront,,"ns-793.awsdns-35.net, ns-1372.awsdns-43.org, ns-2046.awsdns-63.co.uk, ns-434.awsdns-54.com",,
[x],offerrecommender.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.42.153.201, 34.211.162.37, 34.215.155.103, 52.33.84.162, 54.148.37.114, 52.12.81.133, 35.82.140.22, 35.162.118.125","offerrecommender.prd.api.a.intuit.com, offerrecommender-us-west-2.prd.api.a.intuit.com, sw1_us-west-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-144153673.us-west-2.elb.amazonaws.com",,,,,,,,
[x],offers-stage.aws.mint.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.10.184.68, 100.20.212.217","offers-stage.pre-prod-aws.mint.com, stage-loadb-1ube04ebdspkf-622635898.us-west-2.elb.amazonaws.com",,,,,,,,
[x],offers-stg-campaign-manager.growthprduse2.iks2.a.intuit.com,"ns-307.awsdns-38.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.14.100.63, 18.188.36.28, 18.216.220.49",,,,,,,,,
[x],offers.mailchimp.com,"internal.akadns.net, hostmaster.akamai.com",,NOERROR,205.201.132.26,"79fcacd1-df1c6c7c8a77e4f415c788830.pages.mailchi.mp, terminator.capstone.com.akadns.net",,,,,,,,
[x],offers.mint.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.34.69.49, 52.35.17.189","offers.dc1.mint.com, prod2-loadb-b3129qnggf3j-1249069559.us-west-2.elb.amazonaws.com",,,,,,,,
[x],offline-qbo.intuit.com,"ns-1284.awsdns-32.org, awsdns-hostmaster.amazon.com",,NOERROR,"143.204.215.115, 143.204.215.73, 143.204.215.24, 143.204.215.28",d19yvx39zlky6p.cloudfront.net,,,True,cloudfront,"2600:9000:214f:4400:6:2f36:c440:93a1, 2600:9000:214f:4e00:6:2f36:c440:93a1, 2600:9000:214f:fc00:6:2f36:c440:93a1, 2600:9000:214f:2a00:6:2f36:c440:93a1, 2600:9000:214f:8600:6:2f36:c440:93a1, 2600:9000:214f:8400:6:2f36:c440:93a1, 2600:9000:214f:2c00:6:2f36:c440:93a1, 2600:9000:214f:6800:6:2f36:c440:93a1","ns-1284.awsdns-32.org, ns-1674.awsdns-17.co.uk, ns-353.awsdns-44.com, ns-624.awsdns-14.net",,
[x],ofm.prd.a.intuit.com,"ns-1864.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,"ns-1142.awsdns-14.org, ns-744.awsdns-29.net, ns-1864.awsdns-41.co.uk, ns-23.awsdns-02.com",,
[x],ofmsm-preprod.a.intuit.com,"ns-1740.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,"ns-1217.awsdns-24.org, ns-1740.awsdns-25.co.uk, ns-274.awsdns-34.com, ns-804.awsdns-36.net",,
