input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_self_signed,tls_expired
services.quickbooks-stage.qdcf.intuit.com,403 Forbidden,403,118,AS16509,AS16509,Unknown,52.40.0.0/14,services.quickbooks-stage.qdcf.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=sb04.apigwsbgppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",sb04.apigwsbgppd.iks2.a.intuit.com,INTUIT INC.,*.passwordreset.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9caae98c639f2ce9949a90db075dc3a3,5517cb628c2eda97980798ff221fbf2b3570d1c87f22481856d8a86bcc3a4c5e,ctls,services.quickbooks-stage.qdcf.intuit.com,,443,https://services.quickbooks-stage.qdcf.intuit.com:443,https,awselb/2.0,text/html,GET,52.34.101.175,/,1344368402,52.26.116.225,,7,False,,True,,,True,,
services.quickbooks.green.intuit.com,,404,105,AS16509,AS16509,Unknown,52.40.0.0/14,services.quickbooks.green.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-10T00:00:00Z,2023-12-11T23:59:59Z,"CN=*.sbfinance.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.sbfinance.intuit.com,INTUIT INC.,*.platform.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2ee4fffde6bf1ec753d4e6b5a773d8e5,e52501e3dd5b0824b73e6803ffcb68dbbcf546db9209f36a58505f10b5e79118,ctls,services.quickbooks.green.intuit.com,,443,https://services.quickbooks.green.intuit.com:443,https,envoy,application/xml,GET,52.32.84.93,/,948758640,35.80.153.222,HSTS,1,False,,True,,,True,,
session.customer-shoes-pprd.a.intuit.com,,403,23,AS16509,AMAZON-02,US,143.204.104.0/24,session.customer-shoes-pprd.a.intuit.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-01T00:00:00Z,2023-10-02T23:59:59Z,"CN=customer-shoes-pprd.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",customer-shoes-pprd.a.intuit.com,INTUIT INC.,*.customer-shoes-pprd.a.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2673799f0dae206623f92c23d59e5c70,aec568a164dc29d32c2b20e7bdf3f3042a432bb5744e90903797647a30c9cc6d,ctls,session.customer-shoes-pprd.a.intuit.com,cloudfront,443,https://session.customer-shoes-pprd.a.intuit.com:443,https,,application/json,GET,143.204.89.6,/,968070783,143.204.89.19,Amazon Web Services,1,False,True,True,,,,,
sfdcb2b.intuit.com,Enterprise SSO,200,6593,AS16509,AS16509,Unknown,44.224.0.0/11,federation.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=enterprisesso.eiam.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam.a.intuit.com,INTUIT INC.,adpfitness.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d02c125a95d42ca933e7c15693e883c1,0bb863d58dc594f826b06774af1d5c489a50399719ee9f68c4f3ce6b984a44a1,ctls,federation.intuit.com,,443,https://sfdcb2b.intuit.com:443,https,,text/html,GET,44.237.197.68,/,556575801,52.32.176.18,,197,False,,True,,https://federation.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2b.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoib2ciLCJzdWZmaXgiOiJTVTNZbnkuMTY4MzY3Mjg5MiJ9..dYVhHyqM67b-Jqy9D9_HbA.wAL9JERTKJXq2n4X47IoQooOYPR1ryvBEb-Eh6aNl9C3xOYNEJARV3qmqMzxjdQw6dISVMrq-26u-_oCgUSA6A.CZN7JTS4zOVgCJbCYLOgfg&nonce=JvMTV7rAOVExH69w4PFLgZJAxLCtduIlSQUxUUiy-5s&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2b.intuit.com%2F&vnd_pi_application_name=sfdcb2b,,,
sfdcb2bdev.intuit.com,Enterprise SSO,200,6594,AS16509,AS16509,Unknown,18.224.0.0/13,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://sfdcb2bdev.intuit.com:443,https,,text/html,GET,18.219.141.71,/,556575801,3.134.154.188,,197,False,,True,,https://federatesys.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2bdev.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoia20iLCJzdWZmaXgiOiJ4NzU1MnouMTY4MzY3Mjg5MiJ9..7yWgk1W5cAdWddPzjXEJSw.bevCdHcevV-D8NvLG62TC76bwH4y7l9iWjfuehwLYxdfdFLCtJ3LPgbHoa5QrTK371SG3qTvCINJcbT19fVAnw.FXI7U509g4JUjKaxwAHq4Q&nonce=Nl_vhNnAk-CZxy7gNhvrQLys8h4hlbewZ0IGKmJiq38&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2bdev.intuit.com%2F&vnd_pi_application_name=sfdcb2bdev,,,
sfdcb2bstg.intuit.com,Enterprise SSO,200,6594,AS16509,AS16509,Unknown,3.28.0.0/15,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://sfdcb2bstg.intuit.com:443,https,,text/html,GET,3.18.227.127,/,556575801,18.219.141.71,,197,False,,True,,https://federatesys.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2bstg.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoia20iLCJzdWZmaXgiOiJ1dVdXa2IuMTY4MzY3Mjg5MiJ9..FPtT__qjR6wQm7KwqcBXaA.3wdU8QszBnxtyKjVRPt0RrDbS3ZUrrZlgYSqG7TQ1l_EEc5c33ELtgwfRmTN1wiFLDu3Jwqv9fApdIqNP1v9xw.EgqIRELpNaNaQfuIoifWmg&nonce=NTP4lzDa-GttqmSE0F4GlTXykltGh0sc66V9ceDcFf0&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2bstg.intuit.com%2F&vnd_pi_application_name=sfdcb2bstg,,,
sfdcb2cdev.intuit.com,Enterprise SSO,200,6594,AS16509,AS16509,Unknown,35.80.0.0/12,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://sfdcb2cdev.intuit.com:443,https,,text/html,GET,35.83.214.197,/,556575801,44.227.135.7,,197,False,,True,,https://federatesys.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2cdev.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoia20iLCJzdWZmaXgiOiJ4Qkt2a08uMTY4MzY3Mjg5MiJ9..sKjsuUByyp8hfspTqkfqZA.0eqg3MOsvdrzQi7nktjg5zqHMM_fiCobMANYk726VIvPS8fg1-JP6VNQ-om0zgfNy4CDufMHjDEM1EPGdo4wYw.0qV6cA9LMBnQU5AFi8n0Ig&nonce=tP7p1CruKzy5dLta6HBYTH3RDpZWQIvfHCRHR9-tPOM&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2cdev.intuit.com%2F&vnd_pi_application_name=sfdcb2cdev,,,
sfdcb2cprf.intuit.com,Enterprise SSO,200,6594,AS16509,AS16509,Unknown,3.28.0.0/15,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://sfdcb2cprf.intuit.com:443,https,,text/html,GET,3.18.227.127,/,556575801,3.134.154.188,,197,False,,True,,https://federatesys.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2cprf.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoia20iLCJzdWZmaXgiOiJVa1gwRHouMTY4MzY3Mjg5MiJ9..2VdNZwCLXU-9rEJh8Gw8NQ.5KGRTZrkD6FR8PrDJufnKRfmxK3lbH7Z9F0lXO8sLeiyAHa9AAbOKfTRzA4H96FSV1TJiDz4_eSJ2iE_0PvYPQ.0qeTXva9l9ar8KXxyO50KA&nonce=cOxWsig5MNEvh8HhozY4XW3lF5Yyc5uAUam8jVtQ3Hc&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2cprf.intuit.com%2F&vnd_pi_application_name=sfdcb2cprf,,,
sfdcb2csys.intuit.com,Enterprise SSO,200,6594,AS16509,AS16509,Unknown,35.80.0.0/12,federatesys.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-04-13T23:59:59Z,"CN=enterprisesso.eiam-dev.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",enterprisesso.eiam-dev.a.intuit.com,INTUIT INC.,spotlightmobilewqa.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c97b85b8b74767bb1f795a77c3761760,e74694ecfd84464185b27486c45e2bf97c2afcd4ec28823da6881c1f72b1adc4,ctls,federatesys.intuit.com,,443,https://sfdcb2csys.intuit.com:443,https,,text/html,GET,35.83.214.197,/,556575801,44.239.232.170,,197,False,,True,,https://federatesys.intuit.com/as/authorization.oauth2?response_type=code&client_id=pa_wam&redirect_uri=https%3A%2F%2Fsfdcb2csys.intuit.com%2Fpa%2Foidc%2Fcb&state=eyJ6aXAiOiJERUYiLCJhbGciOiJkaXIiLCJlbmMiOiJBMTI4Q0JDLUhTMjU2Iiwia2lkIjoia20iLCJzdWZmaXgiOiJJSnFtb0UuMTY4MzY3Mjg5MiJ9..emORk4paUT_pKjJY0eBNvw.kUxVfjZ-sBxN5SZxFp_O8oStiRNb1x_S9zLe59KInlaQdN3q2vtB0uYKIJMsizl-bBnYqpqjOUYjcfyGsmCZrw.6aj2lV3CFW5CP2hUlGCiCw&nonce=VfWVVV7Dvuuh-bkyiFnO0Mbl1KLvTIOqPOGTqSHVofw&scope=openid%20address%20email%20phone%20profile&vnd_pi_requested_resource=https%3A%2F%2Fsfdcb2csys.intuit.com%2F&vnd_pi_application_name=sfdcb2csys,,,
sfloop.dtcfe.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,35.160.0.0/13,sfloop.dtcfe.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=dx12.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx12.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,*.tax.ie.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,405129bcef78a4216a1cc04423fb82e8,5ed34dcf25d5c3a07c1023f0eadfb423c1bac5869407ee24b40b89cebc3eb31e,ctls,sfloop.dtcfe.intuit.com,,443,https://sfloop.dtcfe.intuit.com:443,https,awselb/2.0,text/html,GET,35.160.154.253,/,2095155567,100.20.41.9,,13,False,,True,,,True,,
sfloop.intuit.com,,404,,AS16509,AS16509,Unknown,34.208.0.0/12,sfloop.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sfloop.intuit.com,,443,https://sfloop.intuit.com:443,https,envoy,text/plain,GET,34.218.187.204,/,-1840324437,50.112.155.174,HSTS,1,False,,True,,,,,
sfloop.platform.intuit.com,,404,,AS16509,AS16509,Unknown,34.208.0.0/12,sfloop.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sfloop.platform.intuit.com,,443,https://sfloop.platform.intuit.com:443,https,envoy,text/plain,GET,34.218.187.204,/,-1840324437,52.43.208.216,HSTS,1,False,,True,,,True,,
sfloop.prd.platform.intuit.com,,404,,AS16509,AS16509,Unknown,34.208.0.0/12,sfloop.prd.platform.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sfloop.prd.platform.intuit.com,,443,https://sfloop.prd.platform.intuit.com:443,https,envoy,text/plain,GET,34.218.187.204,/,-1840324437,52.43.208.216,HSTS,1,False,,True,,,,,
sfloop.ptcfe.intuit.com,403 Forbidden,403,520,AS16509,AS16509,Unknown,54.64.0.0/12,sfloop.ptcfe.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=dx12.devpapigwintppd.iks2.a.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",dx12.devpapigwintppd.iks2.a.intuit.com,INTUIT INC.,*.tax.ie.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,405129bcef78a4216a1cc04423fb82e8,5ed34dcf25d5c3a07c1023f0eadfb423c1bac5869407ee24b40b89cebc3eb31e,ctls,sfloop.ptcfe.intuit.com,,443,https://sfloop.ptcfe.intuit.com:443,https,awselb/2.0,text/html,GET,54.71.222.225,/,2095155567,44.231.183.37,,13,False,,True,,,True,,
sg.perf.qbo.intuit.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,sg.perf.qbo.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-05-25T23:59:59Z,"CN=uk.qbo.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",uk.qbo.intuit.com,Intuit Inc.,uk.e2e.qbo.intuit.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,6d3b64c620957ed64dd6796034dfcfe9,1e5ff9628564ac2ceacf2525fc3ff5a01939ec9b5e814d6c61fc5aad8b63db4f,ctls,sg.perf.qbo.intuit.com,,443,https://sg.perf.qbo.intuit.com:443,https,AkamaiGHost,text/html,GET,184.30.211.42,/,-1189752714,184.30.211.42,,8,False,,,,,,,
sg.selfemployed.intuit.com,Accounting Software | QuickBooks Singapore,200,622088,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,quickbooks.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,quickbooks.intuit.com,,443,https://sg.selfemployed.intuit.com:443,https,AmazonS3,text/html,GET,23.201.240.201,/,1919622495,23.201.240.201,HSTS,1868,False,,,*.intuit.com,https://quickbooks.intuit.com/sg/,,,
sg1.quickbooks.intuit.com,404 Not Found,404,564,AS11377,SENDGRID,US,167.89.0.0/17,sg1.quickbooks.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,sg1.quickbooks.intuit.com,,443,https://sg1.quickbooks.intuit.com:443,https,nginx,text/html,GET,167.89.123.124,/,1506877856,167.89.123.54,Nginx,14,False,,True,,,True,,
share.intuit.com,,200,94492,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,quickbooks.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-01-24T23:59:59Z,"CN=mktg.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",mktg.intuit.com,Intuit Inc.,accountants.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7aa97b60139d6bae946f566b083822b4,4a4d94f18f8d5189c443301db650e26e1836122fb876bebe933ce1bd82079c5f,ctls,quickbooks.intuit.com,,443,https://share.intuit.com:443,https,envoy,text/html,GET,2.16.238.154,/,-1239578366,2.16.238.136,Zipkin,3,False,,,https://js.hs-analytics.net/,https://quickbooks.intuit.com/learn-support/en-us,,,
sharedsvcdm.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,sharedsvcdm.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sharedsvcdm.api.intuit.com,,443,https://sharedsvcdm.api.intuit.com:443,https,envoy,text/plain,GET,52.32.17.254,/,-1840324437,34.211.162.37,HSTS,1,False,,True,,,True,,
sherlock.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,sherlock.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,sherlock.api.intuit.com,,443,https://sherlock.api.intuit.com:443,https,envoy,text/plain,GET,52.32.17.254,/,-1840324437,35.82.140.22,HSTS,1,False,,True,,,True,,
shipping.api.intuit.com,,404,,AS16509,AS16509,Unknown,52.40.0.0/14,shipping.api.intuit.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-22T00:00:00Z,2024-05-22T23:59:59Z,"CN=*.intuit.com, O=INTUIT INC., L=San Diego, ST=California, C=US",*.intuit.com,INTUIT INC.,*.quickbooks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e86272bad55eb3a990f343ada64c1f80,affc00fa56bb166f1d35459c7a36a6feb4b2a11b774941abc388221a68614a27,ctls,shipping.api.intuit.com,,443,https://shipping.api.intuit.com:443,https,envoy,text/plain,GET,52.33.84.162,/,-1840324437,52.24.77.207,HSTS,1,False,,True,,,True,,
shoebox.intuit.com,Intuit Link,200,1981,AS20940,AKAMAI-ASN1,NL,23.208.0.0/12,link.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-18T00:00:00Z,2023-07-20T23:59:59Z,"CN=www.intuit.com, O=Intuit Inc., L=San Diego, ST=California, C=US",www.intuit.com,Intuit Inc.,*.intuit.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ba9f9d6b7f658763a90d2520ad9ef159,a900b0411f846bfb70ad29919953def5c9dc06364d4ead6ae20f25254a7f6928,ctls,link.intuit.com,,443,https://shoebox.intuit.com:443,https,AkamaiNetStorage,text/html,GET,23.215.18.144,/,1864250944,23.215.18.144,AngularJS,50,False,,True,,https://link.intuit.com/login/#/signin,True,,
shop.turbotax.intuit.com,"TurboTax® Official Site: File Taxes Online, Tax Filing Made Easy",200,270367,AS16509,AS16509,Unknown,3.28.0.0/15,turbotax.intuit.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-22T00:00:00Z,2023-07-05T23:59:59Z,"CN=turbotax.intuit.com, OU=Technology Operations, O=INTUIT INC., L=San Diego, ST=California, C=US, serialNumber=2324451, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",turbotax.intuit.com,INTUIT INC.,www.turbotax.intuit.ca,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,8592f6668a641a3d6e9fda6235b9ee77,ea8b92d1627fd96aa345ca50978bc8819313ceb9714fbda4176fbfae32c0f7c1,ctls,turbotax.intuit.com,,443,https://shop.turbotax.intuit.com:443,https,nginx,text/html,GET,3.23.10.22,/,1209903262,18.220.154.190,Nginx,7341,False,,,turbotax.ugc.bazaarvoice.com,https://turbotax.intuit.com,,,
